"id","name","category","subcategory","description","price","image_url","in_stock","created_at","updated_at","brand","series","material","features","specifications","dimensions","weight","color","model","sku"
"137","Draco","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-328",
"138","Draco","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-329",
"45","Dreamweaver","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-145",
"77","Dynasty","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-222",
"3","Eclipse","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-103",
"86","Emerald","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-231",
"56","Essence","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-201",
"57","Essence","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-202",
"89","Fuchsite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-234",
"53","Fusion","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-153",
"110","Galaxy","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-301",
"111","Galaxy","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-302",
"30","Galeforce","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-130",
"31","Galeforce","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-131",
"154","Gemini","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-345",
"155","Gemini","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-346",
"70","Grand","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-215",
"71","Grand","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-216",
"84","Grossular","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-229",
"55","Harmony","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-155",
"65","Herderite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-210",
"42","Hollow","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-142",
"43","Hollow","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-143",
"12","Horizon","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-112",
"13","Horizon","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-113",
"14","Horizon","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-114",
"140","Hydra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-331",
"32","Icebound","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-132",
"33","Icebound","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-133",
"67","Imperial","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-212",
"97","Jade","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-242",
"98","Jade","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-243",
"132","Jupitor","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-323",
"52","Kestrel","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-152",
"60","Legacy","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-205",
"61","Legacy","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-206",
"146","Libra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-337",
"50","Lighthouse","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-150",
"48","Luminary","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-148",
"143","Lyra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-334",
"144","Lyra","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-335",
"68","Magnate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-213",
"69","Magnate","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-214",
"62","Majestic","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-207",
"163","Marble Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-408",
"164","Marble Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-409",
"131","Mercury","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-322",
"87","Meridian","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-232",
"122","Meteor","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-313",
"123","Meteor","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-314",
"105","Morganite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-250",
"47","Mystic","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-147",
"120","Nebula","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-311",
"121","Nebula","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-312",
"129","Neptune","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-320",
"51","Nexus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-151",
"76","Noble","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-221",
"24","Northwind","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-124",
"25","Northwind","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-125",
"5","Nova","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-105",
"92","Opal","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-237",
"66","Opulence","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-211",
"133","Orion","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-324",
"134","Orion","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-325",
"94","Pearl","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-239",
"95","Pearl","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-240",
"96","Pearl","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-241",
"139","Phoenix","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-330",
"58","Pinnacle","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-203",
"59","Pinnacle","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-204",
"152","Pisces","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-343",
"153","Pisces","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-344",
"130","Pluto","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-321",
"64","Prestige","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-209",
"82","Prime","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-227",
"115","Pulsar","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-306",
"9","Quantum","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-109",
"10","Quantum","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-110",
"11","Quantum","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-111",
"99","Quartz","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-244",
"100","Quartz","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-245",
"116","Quasar","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-307",
"81","Radiant","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-226",
"63","Regal","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-208",
"148","Sagittarius","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-339",
"149","Sagittarius","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-340",
"127","Saturn","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-318",
"147","Scorpio","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-338",
"106","Serpentine","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-251",
"34","Silversky","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-134",
"35","Silversky","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-135",
"36","Skyreach","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-136",
"37","Skyreach","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-137",
"108","Sodalite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-253",
"88","Solaris","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-233",
"1","Sovereign","Uncategorized","",,,,"true",2025-07-27T06:35:35.208Z,2025-07-27T06:35:35.208Z,,,,,,,,,"M-101",
"54","Spectrum","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-154",
"7","Stellar","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-107",
"6","Summit","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-106",
"107","Sunstone","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-252",
"117","Supernova","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-308",
"91","Tanzanite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-236",
"145","Taurus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-336",
"109","Tiger’s Eye","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-254",
"4","Titan","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-104",
"93","Topaz","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-238",
"78","Triumph","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-223",
"85","Unakite","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-230",
"128","Uranus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-319",
"135","Ursa","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-326",
"136","Ursa","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-327",
"75","Vanguard","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-220",
"40","Velocity","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-140",
"41","Velocity","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-141",
"124","Venus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-315",
"125","Venus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-316",
"126","Venus","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-317",
"26","Verdant","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-126",
"27","Verdant","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-127",
"15","Vortex","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-115",
"16","Vortex","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-116",
"17","Vortex","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-117",
"165","Wooden Pen 1","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-410",
"166","Wooden Pen 2","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-411",
"167","Wooden Pen 3","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-412",
"168","Wooden Pen 4","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-413",
"169","Wooden Pen 5","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-414",
"170","Wooden Pen 6","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-415",
"2","Zenith","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-102",
"101","Zircon","Uncategorized","",,,,"true",2025-07-27T06:35:35.210Z,2025-07-27T06:35:35.210Z,,,,,,,,,"M-246",
"360","Urinal Screen Deodorizer Mat","Urinal Screen Deodorizer Mats","","Durable, non-slip urinal screen mat designed to fit in urinals, trap debris, prevent clogs, and release a fresh fragrance to maintain restroom cleanliness and hygiene. Especially suited for high-traffic public restrooms.",,,"true",2025-07-27T06:35:35.239Z,2025-07-27T06:35:35.239Z,,,,"Traps debris, prevents clogs, Fresh and clean scent (lemon, orange, rose, ocean), Multi-colour, standard size, Flexible to fit all urinals, Anti-splash design, Controls restroom odor",,,,,,
